Incident_ID,Fraud_Type_Code,Victim_District_Code,Time_of_Day_Code,Amount_Bracket_Code,Target_ATM_Zone_Code
INC-12610,0,2,0,0,0
INC-12611,0,4,3,0,5
INC-12612,7,9,0,2,5
INC-12613,1,0,0,0,3
INC-12614,1,10,0,1,0
INC-12615,2,4,3,1,5
INC-12616,4,2,2,1,2
INC-12617,6,7,3,3,1
INC-12618,1,6,1,0,0
INC-12619,0,1,1,1,7
INC-12620,0,8,1,0,0
INC-12621,2,10,2,1,0
INC-12622,0,3,1,0,3
INC-12623,3,4,3,3,9
INC-12624,6,5,3,3,9
INC-12625,5,4,2,3,4
INC-12626,0,8,1,0,2
INC-12627,3,3,3,2,1
INC-12628,1,10,1,0,6
INC-12629,3,3,3,3,9
INC-12630,5,1,3,3,4
INC-12631,3,1,3,3,6
INC-12632,2,2,1,0,0
INC-12633,4,5,3,2,9
INC-12634,2,0,0,0,2
INC-12635,4,6,3,2,9
INC-12636,1,9,1,1,2
INC-12637,3,4,3,3,1
INC-12638,6,2,3,2,1
INC-12639,1,6,0,0,7
INC-12640,3,3,0,3,0
INC-12641,3,1,3,3,1
INC-12642,1,7,3,1,8
INC-12643,6,10,3,3,4
INC-12644,1,9,0,1,2
INC-12645,5,2,3,3,1
INC-12646,6,7,3,3,6
INC-12647,1,0,0,1,8
INC-12648,1,9,2,1,0
INC-12649,5,0,3,3,6
INC-12650,6,9,3,3,6
INC-12651,4,1,3,2,5
INC-12652,2,2,2,0,0
INC-12653,5,3,3,2,4
INC-12654,0,1,3,1,6
INC-12655,7,9,2,2,9
INC-12656,2,0,0,0,3
INC-12657,1,9,2,0,0
INC-12658,2,9,2,0,3
INC-12659,3,2,3,2,4
INC-12660,0,7,3,1,4
INC-12661,3,2,3,3,6
INC-12662,1,2,1,1,0
INC-12663,5,10,3,3,1
INC-12664,4,1,1,2,0
INC-12665,1,10,2,0,3
INC-12666,0,3,0,1,2
INC-12667,4,7,3,1,8
INC-12668,4,5,3,1,0
INC-12669,0,1,1,1,2
INC-12670,7,3,0,2,5
INC-12671,6,5,3,3,4
INC-12672,6,9,3,2,4
INC-12673,6,2,3,3,9
INC-12674,5,9,3,2,9
INC-12675,1,9,2,0,7
INC-12676,2,3,0,1,7
INC-12677,3,10,3,3,4
INC-12678,6,1,3,3,1
INC-12679,4,6,1,2,6
INC-12680,7,6,1,1,3
INC-12681,5,9,0,3,5
INC-12682,5,6,3,3,9
INC-12683,7,7,0,1,2
INC-12684,5,5,3,3,9
INC-12685,7,7,2,1,8
INC-12686,6,8,3,3,1
INC-12687,1,0,3,0,0
INC-12688,3,0,3,3,1
INC-12689,7,10,1,1,3
INC-12690,6,3,3,3,4
INC-12691,3,10,3,3,9
INC-12692,3,7,2,3,9
INC-12693,1,5,2,1,0
INC-12694,5,6,3,3,1
INC-12695,7,0,0,2,7
INC-12696,0,7,0,1,2
INC-12697,1,0,0,0,3
INC-12698,4,6,3,2,3
INC-12699,2,7,0,0,7
INC-12700,4,5,3,2,3
INC-12701,5,0,3,3,1
INC-12702,1,7,0,1,2
INC-12703,3,8,3,2,9
INC-12704,3,6,3,3,1
INC-12705,5,9,3,2,6
INC-12706,3,4,3,3,6
INC-12707,4,7,3,2,2
INC-12708,4,4,2,1,5
INC-12709,3,3,3,3,9
INC-12710,7,5,2,1,7
INC-12711,5,7,3,3,6
INC-12712,1,10,2,0,2
INC-12713,6,8,3,3,8
INC-12714,6,5,3,3,1
INC-12715,0,3,0,1,0
INC-12716,7,0,1,1,6
INC-12717,3,0,3,2,4
INC-12718,3,4,3,3,4
INC-12719,0,8,2,0,2
INC-12720,2,0,1,1,2
INC-12721,4,0,2,2,8
INC-12722,6,2,3,3,1
INC-12723,0,8,0,0,7
INC-12724,5,0,3,3,9
INC-12725,1,10,2,1,2
INC-12726,7,9,0,2,1
INC-12727,6,3,3,3,1
INC-12728,1,0,0,1,3
INC-12729,5,9,3,2,6
INC-12730,0,5,1,0,3
INC-12731,7,8,2,2,3
INC-12732,0,2,0,1,3
INC-12733,7,9,3,1,1
INC-12734,5,1,3,3,9
INC-12735,7,2,2,1,3
INC-12736,1,6,0,1,3
INC-12737,6,8,3,3,4
INC-12738,6,0,3,3,6
INC-12739,7,7,1,2,6
INC-12740,2,8,1,1,0
INC-12741,5,9,3,2,4
INC-12742,5,5,3,3,9
INC-12743,3,2,3,3,1
INC-12744,4,5,1,1,9
INC-12745,5,6,3,3,6
INC-12746,5,7,3,3,4
INC-12747,0,4,1,0,3
INC-12748,1,3,2,0,6
INC-12749,6,10,3,3,1
INC-12750,5,9,3,3,1
INC-12751,7,5,1,2,4
INC-12752,1,6,0,1,2
INC-12753,3,10,1,3,1
INC-12754,0,10,2,0,9
INC-12755,3,5,3,3,4
INC-12756,5,3,3,2,1
INC-12757,5,3,3,2,4
INC-12758,2,6,2,1,7
INC-12759,1,9,0,1,0
INC-12760,4,6,0,2,1
INC-12761,0,5,2,0,7
INC-12762,2,8,1,0,2
INC-12763,0,6,1,1,2
INC-12764,3,4,3,3,1
INC-12765,6,3,1,3,4
INC-12766,4,8,0,2,5
INC-12767,4,3,3,1,5
INC-12768,0,1,0,1,5
INC-12769,1,8,1,1,0
INC-12770,4,4,0,2,3
INC-12771,5,3,3,3,9
INC-12772,3,8,3,3,4
INC-12773,1,10,2,0,2
INC-12774,4,4,1,1,1
INC-12775,1,7,1,1,2
INC-12776,7,1,2,1,3
INC-12777,6,3,1,3,2
INC-12778,7,2,3,2,9
INC-12779,2,6,0,1,2
INC-12780,0,2,2,1,2
INC-12781,2,7,1,1,3
INC-12782,7,10,3,2,1
INC-12783,0,8,0,0,3
INC-12784,4,2,2,2,1
INC-12785,7,5,3,2,2
INC-12786,0,6,2,0,1
INC-12787,4,5,0,2,9
INC-12788,6,1,3,2,6
INC-12789,1,5,1,1,7
INC-12790,2,7,1,0,3
INC-12791,6,3,3,3,5
INC-12792,7,2,2,2,7
INC-12793,7,3,3,2,5
INC-12794,2,1,1,1,2
INC-12795,7,10,0,1,6
INC-12796,3,5,1,3,5
INC-12797,6,8,3,2,1
INC-12798,7,1,0,1,2
INC-12799,3,5,3,2,6
INC-12800,3,8,3,3,9
INC-12801,3,7,3,2,1
INC-12802,4,8,1,1,2
INC-12803,3,4,3,3,1
INC-12804,5,6,0,3,0
INC-12805,4,1,1,2,7
INC-12806,0,10,0,0,0
INC-12807,5,7,3,3,6
INC-12808,7,3,3,2,6
INC-12809,6,3,0,2,6
INC-12810,7,1,3,2,3
INC-12811,2,0,2,0,3
INC-12812,4,9,3,2,0
INC-12813,5,4,3,3,1
INC-12814,4,4,0,2,2
INC-12815,5,0,3,3,9
INC-12816,7,6,3,1,8
INC-12817,5,6,3,2,4
INC-12818,2,0,1,0,2
INC-12819,5,3,3,3,6
INC-12820,4,4,0,2,1
INC-12821,2,8,1,0,3
INC-12822,3,3,3,3,1
INC-12823,3,8,3,3,9
INC-12824,6,7,3,3,6
INC-12825,3,5,3,3,9
INC-12826,3,1,3,3,6
INC-12827,3,6,3,3,9
INC-12828,5,1,3,3,9
INC-12829,2,3,2,1,2
INC-12830,6,7,3,3,4
INC-12831,4,7,2,2,8
INC-12832,5,2,3,3,1
INC-12833,7,5,3,2,3
INC-12834,3,9,3,2,4
INC-12835,3,1,3,3,2
INC-12836,0,1,2,1,2
INC-12837,0,7,2,1,0
INC-12838,6,7,3,3,1
INC-12839,7,5,3,2,5
INC-12840,0,3,1,0,3
INC-12841,6,9,3,3,4
INC-12842,2,10,2,1,0
INC-12843,5,7,3,2,1
INC-12844,3,9,3,3,9
INC-12845,2,9,2,1,7
INC-12846,2,3,2,1,3
INC-12847,4,8,2,1,3
INC-12848,0,9,2,1,0
INC-12849,4,5,3,2,3
INC-12850,3,9,3,3,9
INC-12851,1,0,2,1,7
INC-12852,7,7,1,1,8
INC-12853,5,7,1,3,1
INC-12854,7,3,2,2,2
INC-12855,5,0,3,3,9
INC-12856,6,8,3,3,1
INC-12857,0,6,2,1,2
INC-12858,4,0,0,2,0
INC-12859,1,1,1,1,3
INC-12860,2,5,3,1,1
INC-12861,7,3,3,1,7
INC-12862,7,4,0,2,7
INC-12863,5,1,3,3,9
INC-12864,3,8,0,3,9
INC-12865,4,4,0,2,6
INC-12866,2,2,1,0,7
INC-12867,3,9,3,3,9
INC-12868,1,7,1,1,2
INC-12869,3,10,3,3,1
INC-12870,2,0,2,1,3
INC-12871,2,5,1,1,2
INC-12872,3,3,3,3,9
INC-12873,3,6,3,3,4
INC-12874,2,1,1,1,3
INC-12875,6,4,3,3,4
INC-12876,4,7,1,1,5
INC-12877,7,4,0,2,2
INC-12878,3,1,3,3,7
INC-12879,0,3,2,1,2
INC-12880,3,3,3,2,1
INC-12881,4,0,2,2,2
INC-12882,4,8,3,2,5
INC-12883,5,6,3,2,9
INC-12884,4,0,0,2,1
INC-12885,7,9,2,1,2
INC-12886,1,1,1,0,2
INC-12887,3,4,3,3,9
INC-12888,7,9,3,2,4
INC-12889,7,7,3,2,0
INC-12890,1,9,2,0,0
INC-12891,7,6,0,1,0
INC-12892,1,6,0,0,2
INC-12893,5,8,3,2,1
INC-12894,5,7,3,3,1
INC-12895,4,6,0,2,6
INC-12896,5,2,3,3,9
INC-12897,4,5,1,1,6
INC-12898,2,8,2,0,7
INC-12899,3,8,3,3,1
INC-12900,7,10,2,1,2
INC-12901,0,8,2,1,7
INC-12902,3,2,3,2,9
INC-12903,1,7,1,0,2
INC-12904,1,2,1,0,2
INC-12905,4,6,2,2,9
INC-12906,6,6,3,3,9
INC-12907,6,4,3,3,4
INC-12908,2,5,1,0,2
INC-12909,1,6,2,1,0
INC-12910,4,6,0,1,2
INC-12911,3,4,3,3,9
INC-12912,1,3,1,1,0
INC-12913,3,10,3,3,7
INC-12914,4,7,2,1,6
INC-12915,5,4,3,3,4
INC-12916,1,8,0,1,2
INC-12917,6,9,3,3,4
INC-12918,1,8,2,0,7
INC-12919,6,10,0,3,9
INC-12920,4,0,3,2,2
INC-12921,1,4,1,1,3
INC-12922,5,9,3,3,6
INC-12923,1,0,2,0,2
INC-12924,5,6,3,3,1
INC-12925,3,3,3,3,6
INC-12926,3,2,3,3,1
INC-12927,0,4,1,0,3
INC-12928,5,3,1,3,6
INC-12929,0,1,1,0,0
INC-12930,5,7,3,2,1
INC-12931,5,10,3,3,9
INC-12932,0,2,2,0,3
INC-12933,1,3,0,0,3
INC-12934,7,1,0,1,8
INC-12935,2,7,1,1,2
INC-12936,2,0,1,0,7
INC-12937,4,5,0,2,5
INC-12938,7,8,3,2,4
INC-12939,2,7,0,1,4
INC-12940,0,8,1,1,7
INC-12941,4,1,1,2,3
INC-12942,0,0,1,0,7
INC-12943,7,6,1,1,0
INC-12944,2,6,0,0,0
INC-12945,6,2,1,3,4
INC-12946,5,3,3,3,6
INC-12947,7,4,1,1,2
INC-12948,1,7,1,0,7
INC-12949,4,10,3,2,9
INC-12950,7,3,1,1,0
INC-12951,0,0,1,1,0
INC-12952,1,5,1,0,7
INC-12953,2,6,1,0,3
INC-12954,0,8,2,0,3
INC-12955,6,0,3,3,6
INC-12956,0,10,3,0,0
INC-12957,3,5,3,3,9
INC-12958,7,6,3,1,7
INC-12959,0,3,1,1,2
INC-12960,6,2,3,3,9
INC-12961,1,2,1,1,3
INC-12962,5,6,3,3,6
INC-12963,1,0,0,0,3
INC-12964,2,8,2,0,8
INC-12965,6,6,3,3,9
INC-12966,1,1,0,0,0
INC-12967,0,9,2,1,0
INC-12968,4,4,0,1,5
INC-12969,4,0,3,2,7
INC-12970,3,2,3,3,4
INC-12971,7,2,3,2,4
INC-12972,6,4,0,3,6
INC-12973,3,10,3,3,8
INC-12974,3,3,3,3,6
INC-12975,0,6,0,0,0
INC-12976,1,9,2,0,3
INC-12977,3,5,3,2,8
INC-12978,6,7,3,3,4
INC-12979,3,7,2,2,5
INC-12980,5,2,3,3,4
INC-12981,7,10,3,1,5
INC-12982,3,1,3,3,1
INC-12983,2,9,2,1,0
INC-12984,0,2,1,0,2
INC-12985,6,10,3,3,9
INC-12986,1,3,1,1,7
INC-12987,5,9,3,3,1
INC-12988,0,3,0,0,7
INC-12989,5,2,2,3,8
INC-12990,2,9,0,1,2
INC-12991,5,3,3,3,4
INC-12992,3,5,1,3,4
INC-12993,1,7,1,0,3
INC-12994,1,4,1,1,7
INC-12995,3,8,2,3,8
INC-12996,1,10,0,0,3
INC-12997,0,8,1,0,2
INC-12998,2,5,1,1,8
INC-12999,1,0,2,0,0
INC-13000,5,5,3,3,1
INC-13001,7,4,1,2,6
INC-13002,4,8,0,1,3
INC-13003,6,7,3,2,9
INC-13004,4,2,1,1,0
INC-13005,5,6,3,3,1
INC-13006,4,3,2,2,2
INC-13007,1,10,2,1,0
INC-13008,5,1,3,3,6
INC-13009,0,6,2,0,3
INC-13010,0,5,0,1,7
INC-13011,1,0,0,0,7
INC-13012,6,0,3,2,4
INC-13013,1,2,2,1,7
INC-13014,0,5,3,0,7
INC-13015,0,6,1,1,3
INC-13016,2,1,2,0,7
INC-13017,7,0,0,1,4
INC-13018,0,2,0,0,3
INC-13019,0,2,1,1,2
INC-13020,4,9,3,1,0
INC-13021,7,8,1,2,1
INC-13022,1,7,0,0,2
INC-13023,7,10,3,2,6
INC-13024,6,1,3,3,1
INC-13025,4,1,3,1,3
INC-13026,2,1,1,0,2
INC-13027,5,7,3,3,6
INC-13028,6,7,3,3,1
INC-13029,4,1,3,2,4
INC-13030,6,4,0,2,4
INC-13031,1,6,1,0,3
INC-13032,7,0,3,2,6
INC-13033,2,5,2,0,0
INC-13034,0,0,1,1,0
INC-13035,1,9,1,0,0
INC-13036,6,5,3,3,9
INC-13037,3,5,3,3,9
INC-13038,1,7,0,0,0
INC-13039,2,4,2,0,7
INC-13040,4,7,0,2,9
INC-13041,3,0,3,2,4
INC-13042,4,0,3,2,2
INC-13043,4,2,3,1,1
INC-13044,3,6,3,3,6
INC-13045,6,5,3,2,4
INC-13046,5,3,3,3,4
INC-13047,5,1,3,2,6
INC-13048,1,0,0,1,7
INC-13049,1,0,1,1,6
INC-13050,1,3,1,1,7
INC-13051,7,5,3,2,9
INC-13052,2,10,1,1,3
INC-13053,5,10,2,3,4
INC-13054,4,7,1,2,5
INC-13055,1,2,0,0,0
INC-13056,2,1,1,0,2
INC-13057,3,0,0,3,2
INC-13058,4,3,3,1,5
INC-13059,1,8,2,1,3
INC-13060,1,6,2,0,3
INC-13061,3,5,3,3,6
INC-13062,3,2,3,3,9
INC-13063,0,2,1,0,3
INC-13064,2,3,3,0,1
INC-13065,2,0,1,0,2
INC-13066,4,0,1,1,7
INC-13067,7,3,0,2,8
INC-13068,4,2,3,1,5
INC-13069,7,1,3,2,3
INC-13070,1,8,2,0,2
INC-13071,2,7,1,1,7
INC-13072,4,7,3,2,7
INC-13073,6,9,3,2,4
INC-13074,3,9,3,3,1
INC-13075,0,1,1,0,7
INC-13076,5,3,3,3,9
INC-13077,6,3,3,3,6
INC-13078,1,10,1,1,2
INC-13079,3,5,2,3,1
INC-13080,6,6,1,3,7
INC-13081,7,2,3,1,5
INC-13082,7,8,0,2,1
INC-13083,4,2,2,1,0
INC-13084,7,7,3,2,8
INC-13085,3,2,0,3,8
INC-13086,7,10,2,1,3
INC-13087,4,6,2,1,7
INC-13088,7,2,2,2,1
INC-13089,5,7,3,3,4
INC-13090,0,6,2,1,7
INC-13091,4,4,3,1,4
INC-13092,1,8,1,1,6
INC-13093,6,2,3,3,9
INC-13094,2,4,1,1,7
INC-13095,7,8,2,2,0
INC-13096,0,0,2,0,3
INC-13097,1,0,3,1,8
INC-13098,1,1,2,0,7
INC-13099,2,10,1,1,2
INC-13100,1,8,1,0,0
INC-13101,2,5,2,1,7
INC-13102,2,2,1,1,0
INC-13103,0,6,2,1,7
INC-13104,3,5,3,2,1
INC-13105,1,5,0,1,2
INC-13106,2,6,2,0,0
INC-13107,0,7,1,1,7
INC-13108,1,10,1,1,3
INC-13109,1,2,0,1,3
INC-13110,7,9,1,1,8
INC-13111,4,8,0,1,7
INC-13112,5,10,3,3,0
INC-13113,4,10,3,1,1
INC-13114,1,5,2,0,3
INC-13115,4,7,0,1,8
INC-13116,6,7,3,2,1
INC-13117,2,2,1,1,7
INC-13118,4,6,3,1,6
INC-13119,2,0,0,1,7
INC-13120,5,1,3,3,6
INC-13121,3,9,3,3,4
INC-13122,3,0,3,3,9
INC-13123,1,8,2,0,3
INC-13124,5,10,3,3,9
INC-13125,6,0,3,3,9
INC-13126,1,5,1,1,0
INC-13127,7,9,0,2,2
INC-13128,0,0,0,0,3
INC-13129,0,10,0,0,2
INC-13130,6,1,1,3,0
INC-13131,7,6,3,2,5
INC-13132,0,8,0,1,7
INC-13133,0,6,2,0,3
INC-13134,4,8,0,2,2
INC-13135,0,7,2,1,7
INC-13136,7,0,3,2,6
INC-13137,6,1,3,3,9
INC-13138,5,7,3,3,6
INC-13139,1,10,1,1,7
INC-13140,1,3,0,1,0
INC-13141,3,3,3,3,9
INC-13142,7,1,2,2,5
INC-13143,1,7,0,1,7
INC-13144,5,2,0,3,1
INC-13145,0,9,3,1,5
INC-13146,3,7,3,3,6
INC-13147,6,4,3,3,1
INC-13148,3,1,3,2,6
INC-13149,7,3,3,1,4
INC-13150,0,10,1,0,3
INC-13151,1,7,0,0,3
INC-13152,7,3,0,2,9
INC-13153,4,4,3,1,0
INC-13154,6,10,3,3,1
INC-13155,1,8,1,0,7
INC-13156,7,9,2,1,4
INC-13157,7,4,1,2,1
INC-13158,1,6,0,1,2
INC-13159,4,0,0,1,0
INC-13160,2,5,2,0,7
INC-13161,0,0,2,0,2
INC-13162,5,2,3,3,9
INC-13163,1,9,2,0,2
INC-13164,7,5,2,1,8
INC-13165,0,10,2,0,7
INC-13166,6,2,1,3,7
INC-13167,5,1,3,3,4
INC-13168,0,1,1,0,2
INC-13169,7,9,3,2,6
INC-13170,6,6,3,3,4
INC-13171,5,1,3,3,9
INC-13172,0,7,1,0,1
INC-13173,2,2,1,0,2
INC-13174,3,2,3,3,4
INC-13175,7,7,1,2,4
INC-13176,6,2,3,3,1
INC-13177,4,5,0,1,1
INC-13178,3,8,3,3,1
INC-13179,4,1,1,2,0
INC-13180,0,1,1,1,7
INC-13181,0,9,1,0,7
INC-13182,6,6,3,3,1
INC-13183,2,7,0,1,7
INC-13184,2,10,0,1,3
INC-13185,4,10,0,1,6
INC-13186,5,1,3,3,4
INC-13187,4,1,0,1,4
INC-13188,3,9,3,3,9
INC-13189,4,10,0,2,9
INC-13190,0,8,2,1,3
INC-13191,0,6,0,1,2
INC-13192,2,5,0,1,0
INC-13193,7,9,2,2,0
INC-13194,1,8,1,0,7
INC-13195,2,6,1,1,3
INC-13196,0,9,2,1,3
INC-13197,7,6,0,2,0
INC-13198,7,7,1,1,2
INC-13199,6,7,3,3,6
INC-13200,4,9,3,2,7
INC-13201,0,8,0,0,2
INC-13202,3,6,3,3,4
INC-13203,1,0,2,0,2
INC-13204,3,7,3,2,6
INC-13205,7,1,3,1,3
INC-13206,4,9,0,2,3
INC-13207,7,0,3,2,0
INC-13208,0,0,0,1,0
INC-13209,1,6,0,0,7
INC-13210,4,4,3,2,2
INC-13211,3,7,3,2,9
INC-13212,3,7,3,3,4
INC-13213,5,1,3,3,4
INC-13214,5,0,3,3,9
INC-13215,3,0,3,3,4
INC-13216,2,9,1,1,3
INC-13217,4,3,1,2,6
INC-13218,1,10,1,1,7
INC-13219,7,2,0,2,5
INC-13220,4,0,0,2,7
INC-13221,7,9,2,2,9
INC-13222,6,1,3,3,6
INC-13223,1,10,1,0,0
INC-13224,4,3,3,1,8
INC-13225,5,0,3,3,9
INC-13226,1,7,0,1,7
INC-13227,0,3,0,0,9
INC-13228,6,10,3,2,6
INC-13229,1,5,0,1,3
INC-13230,4,7,2,2,8
INC-13231,4,4,3,1,1
INC-13232,0,9,1,0,0
INC-13233,6,6,3,3,4
INC-13234,0,1,1,0,7
INC-13235,0,9,2,1,3
INC-13236,7,9,2,2,6
INC-13237,2,10,2,1,3
INC-13238,3,5,3,2,9
INC-13239,3,9,3,3,4
INC-13240,4,0,0,1,4
INC-13241,6,0,3,3,4
INC-13242,5,5,3,3,9
INC-13243,0,5,1,1,2
INC-13244,1,5,2,1,0
INC-13245,4,7,2,2,4
INC-13246,0,4,1,0,3
INC-13247,6,10,3,2,6
INC-13248,6,9,3,3,4
INC-13249,2,1,0,0,7
INC-13250,7,2,0,2,8
INC-13251,6,7,3,2,4
INC-13252,5,7,3,2,6
INC-13253,2,4,2,0,2
INC-13254,2,6,0,1,0
INC-13255,1,7,0,0,0
INC-13256,3,6,3,3,6
INC-13257,0,5,1,0,2
INC-13258,3,0,3,3,1
INC-13259,7,0,3,1,0
INC-13260,3,0,3,3,4
INC-13261,4,2,0,2,7
INC-13262,7,4,3,1,9
INC-13263,7,2,1,2,6
INC-13264,6,1,3,2,6
INC-13265,1,1,1,1,7
INC-13266,4,8,0,1,2
INC-13267,4,2,1,1,9
INC-13268,3,5,3,3,6
INC-13269,5,3,3,3,4
INC-13270,3,5,3,3,9
INC-13271,3,1,3,3,9
INC-13272,6,8,3,3,9
INC-13273,2,3,0,0,2
INC-13274,5,4,3,3,9
INC-13275,7,1,3,2,1
INC-13276,5,3,2,2,6
INC-13277,0,7,2,1,7
INC-13278,3,9,3,3,1
INC-13279,2,1,3,1,1
INC-13280,1,1,2,0,3
INC-13281,1,9,2,1,3
INC-13282,0,6,1,1,0
INC-13283,0,2,1,1,3
INC-13284,7,1,0,2,4
INC-13285,0,8,3,0,2
INC-13286,6,6,3,3,6
INC-13287,5,3,3,3,6
INC-13288,0,9,0,0,0
INC-13289,6,2,1,3,6
INC-13290,5,9,3,3,9
INC-13291,3,0,3,3,6
INC-13292,0,2,1,0,0
INC-13293,5,0,1,3,1
INC-13294,0,8,2,1,0
INC-13295,7,8,3,2,0
INC-13296,0,10,0,1,2
INC-13297,7,2,0,2,3
INC-13298,2,9,1,1,2
INC-13299,4,0,0,1,7
INC-13300,1,5,2,0,3
INC-13301,3,6,3,2,6
INC-13302,0,6,1,0,0
INC-13303,3,9,3,3,1
INC-13304,4,0,3,2,7
INC-13305,6,0,3,2,9
INC-13306,4,3,0,1,7
INC-13307,1,7,2,0,3
INC-13308,1,0,1,1,2
INC-13309,4,8,3,1,1
INC-13310,3,0,3,3,9
INC-13311,7,6,0,2,6
INC-13312,2,7,1,0,7
INC-13313,2,10,2,0,7
INC-13314,7,2,3,1,7
INC-13315,7,2,1,2,3
INC-13316,1,6,2,0,3
INC-13317,7,0,3,2,4
INC-13318,5,10,3,3,9
INC-13319,1,3,1,1,3
INC-13320,7,1,1,2,4
INC-13321,2,9,0,0,0
INC-13322,3,4,3,3,9
INC-13323,3,0,3,3,9
INC-13324,1,8,0,1,0
INC-13325,0,0,2,1,2
INC-13326,1,8,1,0,0
INC-13327,3,9,3,3,6
INC-13328,7,4,1,2,9
INC-13329,4,5,3,2,7
INC-13330,4,8,3,1,7
INC-13331,7,8,0,1,7
INC-13332,2,10,1,1,3
INC-13333,0,6,1,1,2
INC-13334,5,4,3,3,1
INC-13335,2,9,2,1,3
INC-13336,4,3,3,1,4
INC-13337,5,6,3,3,4
INC-13338,7,6,3,2,2
INC-13339,3,8,3,3,6
INC-13340,3,4,3,3,1
INC-13341,5,10,3,2,1
INC-13342,3,7,3,3,9
INC-13343,5,5,3,2,9
INC-13344,5,3,3,3,6
INC-13345,5,8,3,3,6
INC-13346,5,0,0,3,7
INC-13347,2,2,1,1,2
INC-13348,3,9,0,3,8
INC-13349,5,8,3,3,1
INC-13350,2,8,2,0,0
INC-13351,5,1,3,3,4
INC-13352,0,6,2,1,2
INC-13353,4,8,1,2,5
INC-13354,6,10,3,3,9
INC-13355,3,1,3,3,0
INC-13356,6,0,0,3,1
INC-13357,6,4,3,3,9
INC-13358,3,3,3,3,4
INC-13359,7,1,3,2,5
INC-13360,0,5,2,0,7
INC-13361,2,8,0,0,7
INC-13362,2,2,2,0,0
INC-13363,4,10,0,2,9
INC-13364,4,0,3,2,0
INC-13365,2,0,2,1,7
INC-13366,2,9,1,0,2
INC-13367,1,5,2,0,3
INC-13368,0,6,1,1,7
INC-13369,6,7,3,3,6
INC-13370,0,9,0,0,4
INC-13371,0,8,0,1,0
INC-13372,2,1,1,0,7
INC-13373,3,10,3,3,4
INC-13374,3,1,3,3,4
INC-13375,7,0,0,2,4
INC-13376,5,8,3,2,9
INC-13377,5,10,0,3,6
INC-13378,7,3,0,2,1
INC-13379,0,6,2,1,2
INC-13380,7,2,0,1,3
INC-13381,4,7,1,2,1
INC-13382,7,7,0,2,2
INC-13383,3,5,3,3,9
INC-13384,2,7,2,1,6
INC-13385,0,2,2,0,3
INC-13386,2,8,3,1,9
INC-13387,3,5,3,3,4
INC-13388,1,4,0,1,2
INC-13389,5,1,1,3,5
INC-13390,3,8,3,3,1
INC-13391,1,1,0,0,2
INC-13392,5,2,3,3,1
INC-13393,4,6,1,2,5
INC-13394,1,6,2,1,2
INC-13395,4,8,0,1,5
INC-13396,0,1,1,1,3
INC-13397,3,6,2,3,0
INC-13398,3,1,3,3,6
INC-13399,1,10,1,1,7
INC-13400,3,10,3,3,6
INC-13401,0,1,1,1,3
INC-13402,2,2,2,0,0
INC-13403,5,3,3,3,6
INC-13404,3,5,3,2,4
INC-13405,5,1,3,3,1
INC-13406,6,1,3,2,9
INC-13407,7,4,0,1,5
INC-13408,3,4,3,3,4
INC-13409,5,1,3,2,1
INC-13410,1,2,0,1,2
INC-13411,7,3,0,2,7
INC-13412,0,4,0,0,0
INC-13413,2,6,2,1,0
INC-13414,2,7,0,1,7
INC-13415,7,0,2,1,8
INC-13416,3,2,3,2,4
INC-13417,3,10,3,3,9
INC-13418,4,4,1,2,3
INC-13419,3,3,0,2,7
INC-13420,5,8,3,3,6
INC-13421,2,4,1,1,7
INC-13422,6,2,3,3,1
INC-13423,3,1,3,3,1
INC-13424,6,2,3,3,1
INC-13425,5,1,3,3,6
INC-13426,7,8,1,1,9
INC-13427,1,0,1,1,3
INC-13428,1,5,1,0,7
INC-13429,2,5,2,0,3
INC-13430,4,8,1,2,7
INC-13431,1,2,2,1,2
INC-13432,4,6,1,1,6
INC-13433,7,7,3,2,7
INC-13434,4,2,3,1,7
INC-13435,3,10,3,3,4
INC-13436,6,4,3,2,9
INC-13437,0,1,1,1,2
INC-13438,5,9,3,3,4
INC-13439,4,6,3,1,2
INC-13440,6,5,3,3,4
INC-13441,5,3,3,3,1
INC-13442,6,8,3,2,9
INC-13443,3,1,1,2,2
INC-13444,3,6,3,2,6
INC-13445,0,1,2,1,0
INC-13446,1,5,1,1,0
INC-13447,2,10,1,0,2
INC-13448,0,6,2,0,0
INC-13449,1,1,0,1,0
INC-13450,5,1,2,3,2
INC-13451,3,1,3,3,6
INC-13452,1,6,1,0,0
INC-13453,5,6,3,3,5
INC-13454,5,8,3,3,4
INC-13455,4,6,3,2,7
INC-13456,1,2,0,0,4
INC-13457,5,0,3,3,9
INC-13458,2,0,2,1,0
INC-13459,4,4,3,2,2
INC-13460,3,10,3,3,4
INC-13461,3,5,3,2,4
INC-13462,1,8,1,1,2
INC-13463,5,3,3,3,9
INC-13464,3,5,3,3,7
INC-13465,4,5,1,1,7
INC-13466,2,10,0,1,7
INC-13467,0,3,3,1,9
INC-13468,3,10,3,2,9
INC-13469,3,7,3,3,9
INC-13470,2,2,2,1,3
INC-13471,2,0,2,0,0
INC-13472,5,6,3,3,6
INC-13473,0,9,2,1,2
INC-13474,5,3,3,3,4
INC-13475,1,4,1,0,2
INC-13476,4,7,1,2,2
INC-13477,7,3,3,2,2
INC-13478,7,9,3,2,0
INC-13479,1,2,1,1,3
INC-13480,4,10,2,1,9
