Incident_ID,Victim_District,Fraud_Type,Amount_INR,Time_of_Complaint,Time_to_Withdraw,Target_ATM_Zone,Specific_ATM_Location
INC-14065,Jodhpur,Sextortion,76024,04:37,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Central Spine, Vidyadhar Nagar"
INC-14066,Bhilwara,Sextortion,115222,18:05,12-24 Hours,Mansarovar,"Union Bank ATM, Kaveri Path, Mansarovar"
INC-14067,Tonk,OLX Scam,17471,12:23,1-2 Hours,Mansarovar,"SBI ATM, VT Road Chauraha, Mansarovar"
INC-14068,Udaipur,UPI Scam,18891,15:16,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Nursery Circle, Vaishali Nagar"
INC-14069,Kota,Loan App Fraud,93040,01:52,12-24 Hours,Malviya Nagar,"Kotak Mahindra ATM, Sector 3 Market, Malviya Nagar"
INC-14070,Jaipur,UPI Scam,20566,16:56,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Nursery Circle, Vaishali Nagar"
INC-14071,Tonk,Job Fraud,81176,16:37,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Kumbha Marg, Pratap Nagar"
INC-14072,Pali,Investment Scam,166390,03:23,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-14073,Jaipur,UPI Scam,20922,20:08,1-2 Hours,Malviya Nagar,"Union Bank ATM, Calgiri Road, Malviya Nagar"
INC-14074,Jaipur,KYC Fraud,29441,11:29,1-2 Hours,C-Scheme,"Kotak Mahindra ATM, Subhash Marg, C-Scheme"
INC-14075,Sikar,Investment Scam,246991,17:56,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14076,Tonk,OLX Scam,22915,10:16,1-2 Hours,Vaishali Nagar,"ICICI ATM, Amrapali Circle, Vaishali Nagar"
INC-14077,Udaipur,OLX Scam,23517,15:18,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Gandhi Path, Vaishali Nagar"
INC-14078,Bikaner,Investment Scam,190239,02:53,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-14079,Bhilwara,Loan App Fraud,43704,08:46,12-24 Hours,C-Scheme,"Kotak Mahindra ATM, MI Road Junction, C-Scheme"
INC-14080,Bhilwara,Credit Card Cloning,154054,00:37,12-24 Hours,Pratap Nagar,"ICICI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14081,Jodhpur,Credit Card Cloning,85093,00:22,12-24 Hours,Jhotwara,"SBI ATM, Triton Mall Road, Jhotwara"
INC-14082,Sikar,Job Fraud,90791,20:49,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-14083,Bhilwara,Job Fraud,85845,00:53,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Kumbha Marg, Pratap Nagar"
INC-14084,Kota,Investment Scam,162035,03:52,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Central Spine, Vidyadhar Nagar"
INC-14085,Ajmer,Investment Scam,198646,18:32,12-24 Hours,Malviya Nagar,"Union Bank ATM, JLN Marg, Malviya Nagar"
INC-14086,Pali,Sextortion,221804,00:37,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14087,Udaipur,KYC Fraud,11422,14:02,1-2 Hours,Malviya Nagar,"Axis Bank ATM, Calgiri Road, Malviya Nagar"
INC-14088,Ajmer,Loan App Fraud,40263,15:38,12-24 Hours,C-Scheme,"ICICI ATM, MI Road Junction, C-Scheme"
INC-14089,Sikar,OLX Scam,9278,12:45,1-2 Hours,Jagatpura,"Kotak Mahindra ATM, Mahal Road, Jagatpura"
INC-14090,Kota,KYC Fraud,25788,14:18,1-2 Hours,Bani Park,"ICICI ATM, Collectorate Circle, Bani Park"
INC-14091,Tonk,UPI Scam,13211,12:18,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Rajat Path, Mansarovar"
INC-14092,Jodhpur,Loan App Fraud,65453,11:34,12-24 Hours,Pratap Nagar,"HDFC ATM, Sector 16 Market, Pratap Nagar"
INC-14093,Bhilwara,UPI Scam,22634,10:01,1-2 Hours,Mansarovar,"ICICI ATM, Madhyam Marg, Mansarovar"
INC-14094,Sikar,KYC Fraud,29140,18:33,1-2 Hours,Pratap Nagar,"Axis Bank ATM, Kumbha Marg, Pratap Nagar"
INC-14095,Jodhpur,KYC Fraud,8699,13:53,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Hanuman Nagar, Vaishali Nagar"
INC-14096,Jodhpur,Loan App Fraud,37885,18:53,12-24 Hours,Mansarovar,"PNB ATM, VT Road Chauraha, Mansarovar"
INC-14097,Pali,Credit Card Cloning,272303,22:11,12-24 Hours,Pratap Nagar,"Union Bank ATM, Tonk Road, Pratap Nagar"
INC-14098,Ajmer,Job Fraud,85702,19:01,12-24 Hours,Jagatpura,"HDFC ATM, 7 Number Stand, Jagatpura"
INC-14099,Pali,Credit Card Cloning,101653,00:14,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, India Gate, Sitapura Industrial"
INC-14100,Ajmer,OLX Scam,29192,20:21,1-2 Hours,C-Scheme,"ICICI ATM, Statue Circle, C-Scheme"
INC-14101,Bhilwara,Credit Card Cloning,69570,03:28,12-24 Hours,Bani Park,"ICICI ATM, Collectorate Circle, Bani Park"
INC-14102,Jodhpur,Investment Scam,225918,01:59,12-24 Hours,Sitapura Industrial,"PNB ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14103,Alwar,Job Fraud,34775,22:51,12-24 Hours,Jhotwara,"HDFC ATM, Lata Circle, Jhotwara"
INC-14104,Jodhpur,Investment Scam,174057,00:47,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Central Spine, Vidyadhar Nagar"
INC-14105,Alwar,Investment Scam,230201,04:55,12-24 Hours,Mansarovar,"ICICI ATM, Rajat Path, Mansarovar"
INC-14106,Bikaner,KYC Fraud,13241,17:37,1-2 Hours,Mansarovar,"ICICI ATM, Kissan Dharam Kanta, Mansarovar"
INC-14107,Ajmer,Investment Scam,233008,02:05,12-24 Hours,Sitapura Industrial,"SBI ATM, EPI Zone, Sitapura Industrial"
INC-14108,Jaipur,Sextortion,232567,00:32,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Central Spine, Vidyadhar Nagar"
INC-14109,Alwar,Sextortion,113960,23:55,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 16 Market, Pratap Nagar"
INC-14110,Sikar,OLX Scam,11631,16:33,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Hanuman Nagar, Vaishali Nagar"
INC-14111,Jaipur,Sextortion,149921,03:12,12-24 Hours,Pratap Nagar,"PNB ATM, Sector 11, Pratap Nagar"
INC-14112,Kota,Sextortion,147212,02:14,12-24 Hours,Sitapura Industrial,"ICICI ATM, EPI Zone, Sitapura Industrial"
INC-14113,Ajmer,Loan App Fraud,28767,13:58,1-2 Hours,Pratap Nagar,"PNB ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14114,Alwar,Credit Card Cloning,208329,01:40,12-24 Hours,Pratap Nagar,"SBI ATM, Kumbha Marg, Pratap Nagar"
INC-14115,Udaipur,OLX Scam,3022,07:47,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Amrapali Circle, Vaishali Nagar"
INC-14116,Ajmer,Sextortion,231812,09:00,12-24 Hours,Jagatpura,"Union Bank ATM, NRI Colony, Jagatpura"
INC-14117,Bhilwara,UPI Scam,6798,17:47,1-2 Hours,Malviya Nagar,"ICICI ATM, Calgiri Road, Malviya Nagar"
INC-14118,Kota,Job Fraud,66949,23:15,12-24 Hours,Mansarovar,"Bank of Baroda ATM, Madhyam Marg, Mansarovar"
INC-14119,Udaipur,Job Fraud,35390,06:06,12-24 Hours,Pratap Nagar,"Union Bank ATM, Tonk Road, Pratap Nagar"
INC-14120,Bhilwara,Sextortion,50116,00:59,12-24 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-14121,Sikar,Investment Scam,214949,02:27,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14122,Bikaner,Sextortion,74914,02:33,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Kalwar Road, Jhotwara"
INC-14123,Bikaner,Sextortion,166751,00:08,12-24 Hours,Jhotwara,"Union Bank ATM, Lata Circle, Jhotwara"
INC-14124,Tonk,KYC Fraud,14021,14:39,1-2 Hours,Bani Park,"HDFC ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14125,Kota,OLX Scam,17864,15:00,1-2 Hours,Bani Park,"Bank of Baroda ATM, Kabir Marg, Bani Park"
INC-14126,Udaipur,Loan App Fraud,71652,12:22,12-24 Hours,C-Scheme,"Axis Bank ATM, Ashok Marg, C-Scheme"
INC-14127,Bikaner,OLX Scam,16016,10:22,1-2 Hours,Mansarovar,"SBI ATM, VT Road Chauraha, Mansarovar"
INC-14128,Jodhpur,OLX Scam,17559,12:35,1-2 Hours,Mansarovar,"PNB ATM, Rajat Path, Mansarovar"
INC-14129,Jodhpur,Loan App Fraud,51030,14:42,12-24 Hours,Jagatpura,"Axis Bank ATM, Mahal Road, Jagatpura"
INC-14130,Pali,Investment Scam,81564,13:27,12-24 Hours,Jhotwara,"PNB ATM, Kalwar Road, Jhotwara"
INC-14131,Udaipur,Credit Card Cloning,154216,05:15,12-24 Hours,Malviya Nagar,"Bank of Baroda ATM, Sector 3 Market, Malviya Nagar"
INC-14132,Tonk,Job Fraud,62238,08:17,12-24 Hours,C-Scheme,"Bank of Baroda ATM, Subhash Marg, C-Scheme"
INC-14133,Tonk,Job Fraud,85151,23:55,12-24 Hours,Sitapura Industrial,"Union Bank ATM, RIICO Phase 1, Sitapura Industrial"
INC-14134,Jodhpur,Loan App Fraud,22565,16:27,1-2 Hours,C-Scheme,"HDFC ATM, Subhash Marg, C-Scheme"
INC-14135,Alwar,KYC Fraud,23090,10:16,1-2 Hours,Malviya Nagar,"ICICI ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-14136,Alwar,OLX Scam,9351,17:58,1-2 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-14137,Tonk,Sextortion,272460,01:58,12-24 Hours,Sitapura Industrial,"HDFC ATM, Tonk Road Junction, Sitapura Industrial"
INC-14138,Tonk,Investment Scam,192146,23:37,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Triton Mall Road, Jhotwara"
INC-14139,Jodhpur,Loan App Fraud,90205,22:04,12-24 Hours,Jagatpura,"SBI ATM, NRI Colony, Jagatpura"
INC-14140,Alwar,OLX Scam,17060,17:12,1-2 Hours,Bani Park,"Union Bank ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14141,Bikaner,Sextortion,254913,22:48,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14142,Bikaner,Sextortion,161705,03:50,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14143,Sikar,Loan App Fraud,47802,20:36,12-24 Hours,Mansarovar,"Bank of Baroda ATM, Kaveri Path, Mansarovar"
INC-14144,Udaipur,Loan App Fraud,78004,14:16,12-24 Hours,Mansarovar,"Bank of Baroda ATM, VT Road Chauraha, Mansarovar"
INC-14145,Alwar,Loan App Fraud,45392,06:43,12-24 Hours,Jagatpura,"ICICI ATM, NRI Colony, Jagatpura"
INC-14146,Alwar,Job Fraud,29115,10:56,1-2 Hours,Vaishali Nagar,"Axis Bank ATM, Gandhi Path, Vaishali Nagar"
INC-14147,Kota,Credit Card Cloning,59002,03:26,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14148,Kota,OLX Scam,11324,20:47,1-2 Hours,Mansarovar,"Union Bank ATM, Madhyam Marg, Mansarovar"
INC-14149,Alwar,KYC Fraud,15951,15:57,1-2 Hours,Mansarovar,"ICICI ATM, Rajat Path, Mansarovar"
INC-14150,Ajmer,Investment Scam,87722,00:46,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Sector 11, Pratap Nagar"
INC-14151,Tonk,UPI Scam,18187,14:23,1-2 Hours,Vaishali Nagar,"SBI ATM, Queens Road, Vaishali Nagar"
INC-14152,Kota,Loan App Fraud,87517,02:53,12-24 Hours,Pratap Nagar,"HDFC ATM, Kumbha Marg, Pratap Nagar"
INC-14153,Bikaner,Credit Card Cloning,298493,01:55,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14154,Ajmer,Investment Scam,148596,23:01,12-24 Hours,Jhotwara,"Axis Bank ATM, Lata Circle, Jhotwara"
INC-14155,Pali,Loan App Fraud,26731,02:11,1-2 Hours,Vaishali Nagar,"HDFC ATM, Nursery Circle, Vaishali Nagar"
INC-14156,Alwar,KYC Fraud,9063,11:55,1-2 Hours,Mansarovar,"HDFC ATM, Kaveri Path, Mansarovar"
INC-14157,Ajmer,UPI Scam,22932,07:03,1-2 Hours,Pratap Nagar,"Axis Bank ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14158,Udaipur,Sextortion,155705,01:23,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14159,Alwar,Credit Card Cloning,53893,00:47,12-24 Hours,Jhotwara,"SBI ATM, Lata Circle, Jhotwara"
INC-14160,Tonk,Sextortion,201785,11:37,12-24 Hours,Vaishali Nagar,"Axis Bank ATM, Nursery Circle, Vaishali Nagar"
INC-14161,Jaipur,Sextortion,69752,00:16,12-24 Hours,Vaishali Nagar,"PNB ATM, Amrapali Circle, Vaishali Nagar"
INC-14162,Jaipur,Investment Scam,112755,00:26,12-24 Hours,Jhotwara,"Union Bank ATM, Panchawala, Jhotwara"
INC-14163,Bikaner,KYC Fraud,25785,20:31,1-2 Hours,Malviya Nagar,"Kotak Mahindra ATM, Sector 3 Market, Malviya Nagar"
INC-14164,Bikaner,Job Fraud,51805,00:57,12-24 Hours,C-Scheme,"SBI ATM, MI Road Junction, C-Scheme"
INC-14165,Alwar,Loan App Fraud,82433,04:39,12-24 Hours,Jhotwara,"ICICI ATM, Kalwar Road, Jhotwara"
INC-14166,Sikar,Investment Scam,296607,00:55,12-24 Hours,Jhotwara,"ICICI ATM, Panchawala, Jhotwara"
INC-14167,Bhilwara,Credit Card Cloning,248994,04:21,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14168,Pali,Investment Scam,119327,01:24,12-24 Hours,Jhotwara,"Union Bank ATM, Kanta Chauraha, Jhotwara"
INC-14169,Udaipur,Sextortion,115713,22:27,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14170,Kota,OLX Scam,11273,09:47,1-2 Hours,Bani Park,"PNB ATM, Peetal Factory, Bani Park"
INC-14171,Ajmer,Sextortion,280533,00:40,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14172,Ajmer,UPI Scam,4652,13:31,1-2 Hours,Malviya Nagar,"ICICI ATM, Apex Circle, Malviya Nagar"
INC-14173,Bhilwara,OLX Scam,8935,11:16,1-2 Hours,C-Scheme,"Bank of Baroda ATM, Statue Circle, C-Scheme"
INC-14174,Alwar,Loan App Fraud,92378,23:56,12-24 Hours,Jhotwara,"HDFC ATM, Kanta Chauraha, Jhotwara"
INC-14175,Udaipur,Loan App Fraud,52193,16:27,12-24 Hours,Vaishali Nagar,"Bank of Baroda ATM, Amrapali Circle, Vaishali Nagar"
INC-14176,Udaipur,OLX Scam,4580,11:22,1-2 Hours,Bani Park,"Bank of Baroda ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14177,Pali,Loan App Fraud,47319,20:31,12-24 Hours,Pratap Nagar,"SBI ATM, Tonk Road, Pratap Nagar"
INC-14178,Jaipur,OLX Scam,4005,14:29,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Calgiri Road, Malviya Nagar"
INC-14179,Alwar,UPI Scam,6241,02:01,1-2 Hours,Malviya Nagar,"SBI ATM, Calgiri Road, Malviya Nagar"
INC-14180,Bikaner,Loan App Fraud,78691,11:35,12-24 Hours,Sitapura Industrial,"Union Bank ATM, India Gate, Sitapura Industrial"
INC-14181,Jodhpur,Sextortion,162694,22:57,12-24 Hours,Pratap Nagar,"SBI ATM, Kumbha Marg, Pratap Nagar"
INC-14182,Udaipur,Loan App Fraud,47244,19:51,12-24 Hours,Bani Park,"Union Bank ATM, Peetal Factory, Bani Park"
INC-14183,Pali,UPI Scam,22420,02:46,1-2 Hours,Sitapura Industrial,"HDFC ATM, Tonk Road Junction, Sitapura Industrial"
INC-14184,Sikar,Credit Card Cloning,263785,00:09,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, India Gate, Sitapura Industrial"
INC-14185,Alwar,UPI Scam,7420,16:58,1-2 Hours,Mansarovar,"Union Bank ATM, Rajat Path, Mansarovar"
INC-14186,Bhilwara,Credit Card Cloning,127345,22:30,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14187,Udaipur,Investment Scam,181900,22:48,12-24 Hours,Pratap Nagar,"PNB ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14188,Bikaner,Job Fraud,31350,06:25,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Sector 2, Vidyadhar Nagar"
INC-14189,Sikar,UPI Scam,28372,18:31,1-2 Hours,Bani Park,"SBI ATM, Kabir Marg, Bani Park"
INC-14190,Ajmer,Sextortion,64657,22:24,12-24 Hours,Pratap Nagar,"SBI ATM, Tonk Road, Pratap Nagar"
INC-14191,Ajmer,OLX Scam,23996,18:37,1-2 Hours,Mansarovar,"Axis Bank ATM, Madhyam Marg, Mansarovar"
INC-14192,Pali,OLX Scam,23753,19:17,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Patrakar Colony, Mansarovar"
INC-14193,Pali,Sextortion,229853,22:46,12-24 Hours,Jhotwara,"HDFC ATM, Kalwar Road, Jhotwara"
INC-14194,Sikar,KYC Fraud,17171,19:53,1-2 Hours,Mansarovar,"Axis Bank ATM, Patrakar Colony, Mansarovar"
INC-14195,Tonk,Job Fraud,83123,17:43,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Central Spine, Vidyadhar Nagar"
INC-14196,Bikaner,Investment Scam,165776,03:43,12-24 Hours,Jhotwara,"HDFC ATM, Triton Mall Road, Jhotwara"
INC-14197,Jaipur,KYC Fraud,24966,17:42,1-2 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-14198,Tonk,Loan App Fraud,57766,00:24,12-24 Hours,Mansarovar,"PNB ATM, Kaveri Path, Mansarovar"
INC-14199,Udaipur,UPI Scam,16741,14:08,1-2 Hours,Vaishali Nagar,"HDFC ATM, Hanuman Nagar, Vaishali Nagar"
INC-14200,Udaipur,Credit Card Cloning,71200,00:15,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-14201,Bhilwara,OLX Scam,3701,14:14,1-2 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 11, Pratap Nagar"
INC-14202,Jaipur,OLX Scam,20760,07:37,1-2 Hours,Vidyadhar Nagar,"PNB ATM, Central Spine, Vidyadhar Nagar"
INC-14203,Jaipur,Investment Scam,270843,02:33,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14204,Pali,Credit Card Cloning,154189,23:02,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14205,Udaipur,Job Fraud,56370,06:26,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Panchawala, Jhotwara"
INC-14206,Jodhpur,OLX Scam,22470,09:08,1-2 Hours,Malviya Nagar,"Axis Bank ATM, JLN Marg, Malviya Nagar"
INC-14207,Jaipur,Job Fraud,44499,08:53,12-24 Hours,Mansarovar,"Axis Bank ATM, Patrakar Colony, Mansarovar"
INC-14208,Tonk,UPI Scam,12186,11:05,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-14209,Jodhpur,Loan App Fraud,36086,18:37,12-24 Hours,Mansarovar,"SBI ATM, Kaveri Path, Mansarovar"
INC-14210,Ajmer,OLX Scam,10126,16:32,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Kabir Marg, Bani Park"
INC-14211,Sikar,Investment Scam,297697,04:21,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Lata Circle, Jhotwara"
INC-14212,Jodhpur,Job Fraud,44213,02:38,12-24 Hours,C-Scheme,"PNB ATM, Ahinsa Circle, C-Scheme"
INC-14213,Jaipur,UPI Scam,10821,17:02,1-2 Hours,Malviya Nagar,"Union Bank ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-14214,Bhilwara,Sextortion,139688,02:34,12-24 Hours,Sitapura Industrial,"HDFC ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14215,Tonk,OLX Scam,15321,17:36,1-2 Hours,Vaishali Nagar,"ICICI ATM, Amrapali Circle, Vaishali Nagar"
INC-14216,Bhilwara,Job Fraud,85704,02:03,12-24 Hours,C-Scheme,"PNB ATM, Subhash Marg, C-Scheme"
INC-14217,Jodhpur,OLX Scam,11241,11:38,1-2 Hours,Jagatpura,"Bank of Baroda ATM, NRI Colony, Jagatpura"
INC-14218,Tonk,Loan App Fraud,61172,17:45,12-24 Hours,Mansarovar,"Axis Bank ATM, Patrakar Colony, Mansarovar"
INC-14219,Udaipur,Credit Card Cloning,71715,03:52,12-24 Hours,Vidyadhar Nagar,"PNB ATM, Sector 2, Vidyadhar Nagar"
INC-14220,Bhilwara,Loan App Fraud,49222,19:45,12-24 Hours,Bani Park,"Union Bank ATM, Peetal Factory, Bani Park"
INC-14221,Bhilwara,OLX Scam,4046,11:38,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Madhyam Marg, Mansarovar"
INC-14222,Jodhpur,Job Fraud,90235,10:42,12-24 Hours,Pratap Nagar,"HDFC ATM, Kumbha Marg, Pratap Nagar"
INC-14223,Kota,Investment Scam,221787,04:39,12-24 Hours,Pratap Nagar,"Union Bank ATM, Kumbha Marg, Pratap Nagar"
INC-14224,Sikar,Investment Scam,155391,02:29,12-24 Hours,Sitapura Industrial,"SBI ATM, India Gate, Sitapura Industrial"
INC-14225,Tonk,OLX Scam,11432,16:21,1-2 Hours,Jagatpura,"ICICI ATM, 7 Number Stand, Jagatpura"
INC-14226,Jodhpur,Sextortion,202189,02:51,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 16 Market, Pratap Nagar"
INC-14227,Ajmer,Job Fraud,19711,18:22,1-2 Hours,Malviya Nagar,"Axis Bank ATM, Calgiri Road, Malviya Nagar"
INC-14228,Tonk,Loan App Fraud,29452,14:52,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kissan Dharam Kanta, Mansarovar"
INC-14229,Alwar,Investment Scam,99907,08:11,12-24 Hours,Bani Park,"Kotak Mahindra ATM, Peetal Factory, Bani Park"
INC-14230,Tonk,Loan App Fraud,94974,22:32,12-24 Hours,Bani Park,"Axis Bank ATM, Peetal Factory, Bani Park"
INC-14231,Ajmer,Credit Card Cloning,246259,01:47,12-24 Hours,Pratap Nagar,"Union Bank ATM, Tonk Road, Pratap Nagar"
INC-14232,Bhilwara,Credit Card Cloning,82801,03:45,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14233,Jodhpur,Investment Scam,290466,02:25,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, RIICO Phase 1, Sitapura Industrial"
INC-14234,Sikar,Credit Card Cloning,88090,04:12,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Sector 2, Vidyadhar Nagar"
INC-14235,Ajmer,Sextortion,167674,00:27,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, RIICO Phase 1, Sitapura Industrial"
INC-14236,Jaipur,Job Fraud,80416,15:45,12-24 Hours,C-Scheme,"PNB ATM, Statue Circle, C-Scheme"
INC-14237,Alwar,Investment Scam,58721,02:48,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Central Spine, Vidyadhar Nagar"
INC-14238,Alwar,Sextortion,67406,03:23,12-24 Hours,Pratap Nagar,"SBI ATM, Sector 11, Pratap Nagar"
INC-14239,Jodhpur,Job Fraud,19822,11:36,1-2 Hours,Malviya Nagar,"PNB ATM, Apex Circle, Malviya Nagar"
INC-14240,Alwar,Credit Card Cloning,135486,00:37,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Kumbha Marg, Pratap Nagar"
INC-14241,Tonk,Job Fraud,79078,08:31,12-24 Hours,Pratap Nagar,"PNB ATM, Kumbha Marg, Pratap Nagar"
INC-14242,Jodhpur,Credit Card Cloning,269816,00:18,12-24 Hours,Sitapura Industrial,"ICICI ATM, India Gate, Sitapura Industrial"
INC-14243,Alwar,OLX Scam,18375,11:52,1-2 Hours,Pratap Nagar,"Bank of Baroda ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14244,Alwar,Investment Scam,70350,23:22,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Kumbha Marg, Pratap Nagar"
INC-14245,Tonk,OLX Scam,25839,10:22,1-2 Hours,Malviya Nagar,"ICICI ATM, Apex Circle, Malviya Nagar"
INC-14246,Bhilwara,Sextortion,52184,04:04,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-14247,Jodhpur,Job Fraud,82657,06:07,12-24 Hours,Vaishali Nagar,"Bank of Baroda ATM, Amrapali Circle, Vaishali Nagar"
INC-14248,Alwar,Credit Card Cloning,64358,00:13,12-24 Hours,Pratap Nagar,"PNB ATM, Sector 16 Market, Pratap Nagar"
INC-14249,Sikar,OLX Scam,20684,21:26,1-2 Hours,Jhotwara,"SBI ATM, Panchawala, Jhotwara"
INC-14250,Alwar,Investment Scam,58195,00:00,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Tonk Road, Pratap Nagar"
INC-14251,Jaipur,KYC Fraud,16218,10:25,1-2 Hours,Mansarovar,"ICICI ATM, Patrakar Colony, Mansarovar"
INC-14252,Jodhpur,UPI Scam,15565,20:23,1-2 Hours,Bani Park,"HDFC ATM, Peetal Factory, Bani Park"
INC-14253,Udaipur,UPI Scam,20668,11:27,1-2 Hours,Vaishali Nagar,"ICICI ATM, Amrapali Circle, Vaishali Nagar"
INC-14254,Kota,Loan App Fraud,94536,17:24,12-24 Hours,Mansarovar,"Union Bank ATM, Rajat Path, Mansarovar"
INC-14255,Bikaner,Job Fraud,26235,16:29,1-2 Hours,Pratap Nagar,"HDFC ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14256,Kota,UPI Scam,23384,09:29,1-2 Hours,Bani Park,"Axis Bank ATM, Kabir Marg, Bani Park"
INC-14257,Bhilwara,Loan App Fraud,83982,01:26,12-24 Hours,Mansarovar,"PNB ATM, Madhyam Marg, Mansarovar"
INC-14258,Alwar,Loan App Fraud,59249,09:40,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Sector 2, Vidyadhar Nagar"
INC-14259,Kota,OLX Scam,10980,14:02,1-2 Hours,Malviya Nagar,"ICICI ATM, Calgiri Road, Malviya Nagar"
