complaint_id,date,location_zone,complaint_type,payment_method,transaction_amount,withdrawal_zone,hour,day_of_week,month
932,2025-03-24,Zone_C,UPI_Fraud,Wallet,32331,Zone_G,3,0,3
933,2025-02-11,Zone_B,Investment_Fraud,Net_Banking,2676,Zone_A,12,1,2
934,2025-04-11,Zone_G,Online_Shopping_Fraud,Debit_Card,34154,Zone_H,7,4,4
935,2025-01-06,Zone_A,Phishing,UPI,27127,Zone_C,22,0,1
936,2025-06-29,Zone_H,UPI_Fraud,Credit_Card,53050,Zone_H,20,6,6
937,2025-10-09,Zone_B,UPI_Fraud,Wallet,45410,Zone_G,22,3,10
938,2025-11-16,Zone_G,Phishing,Wallet,90917,Zone_F,18,6,11
939,2025-08-14,Zone_A,Phishing,Debit_Card,58751,Zone_H,11,3,8
940,2025-11-11,Zone_A,UPI_Fraud,Debit_Card,35922,Zone_A,17,1,11
941,2025-12-31,Zone_H,Phishing,Credit_Card,12484,Zone_F,5,2,12
942,2025-08-17,Zone_C,Card_Fraud,UPI,89812,Zone_E,17,6,8
943,2025-10-16,Zone_F,Online_Shopping_Fraud,Wallet,61886,Zone_C,18,3,10
944,2025-05-30,Zone_D,Online_Shopping_Fraud,Credit_Card,83791,Zone_C,21,4,5
945,2025-10-04,Zone_B,Online_Shopping_Fraud,Net_Banking,7635,Zone_E,4,5,10
946,2025-07-17,Zone_A,Card_Fraud,Net_Banking,820,Zone_E,23,3,7
947,2025-03-11,Zone_B,Phishing,Credit_Card,94671,Zone_B,8,1,3
948,2025-04-22,Zone_F,Investment_Fraud,Wallet,22184,Zone_E,2,1,4
949,2025-01-04,Zone_D,Phishing,Credit_Card,56413,Zone_D,9,5,1
950,2025-12-16,Zone_F,UPI_Fraud,Wallet,89274,Zone_H,18,1,12
951,2025-11-27,Zone_D,Online_Shopping_Fraud,Debit_Card,22389,Zone_E,2,3,11
952,2025-11-14,Zone_E,Phishing,Credit_Card,96349,Zone_D,21,4,11
953,2025-12-16,Zone_D,Investment_Fraud,Wallet,98571,Zone_E,14,1,12
954,2025-04-05,Zone_H,UPI_Fraud,Credit_Card,49399,Zone_B,0,5,4
955,2025-06-01,Zone_C,Card_Fraud,Credit_Card,11270,Zone_D,6,6,6
956,2025-11-07,Zone_F,Card_Fraud,Wallet,39821,Zone_H,11,4,11
957,2025-05-17,Zone_A,Investment_Fraud,Wallet,86462,Zone_A,16,5,5
958,2025-09-04,Zone_H,UPI_Fraud,UPI,42277,Zone_D,20,3,9
959,2025-08-31,Zone_E,Online_Shopping_Fraud,Credit_Card,46750,Zone_G,23,6,8
960,2025-01-31,Zone_C,Phishing,Net_Banking,73534,Zone_B,19,4,1
961,2025-02-09,Zone_B,UPI_Fraud,Credit_Card,40630,Zone_F,4,6,2
962,2025-08-17,Zone_H,Card_Fraud,Credit_Card,82431,Zone_H,3,6,8
963,2025-02-05,Zone_F,Investment_Fraud,Wallet,49846,Zone_D,11,2,2
964,2025-08-11,Zone_G,Investment_Fraud,Credit_Card,3037,Zone_G,19,0,8
965,2025-01-06,Zone_G,Phishing,Credit_Card,85262,Zone_G,23,0,1
966,2025-11-18,Zone_A,Investment_Fraud,Net_Banking,15716,Zone_H,17,1,11
967,2025-08-08,Zone_D,Investment_Fraud,Wallet,84649,Zone_H,16,4,8
968,2025-03-16,Zone_A,UPI_Fraud,Credit_Card,3509,Zone_G,18,6,3
969,2025-01-04,Zone_G,Online_Shopping_Fraud,Debit_Card,90404,Zone_E,8,5,1
970,2025-12-01,Zone_B,Phishing,UPI,29827,Zone_G,3,0,12
971,2025-05-14,Zone_E,UPI_Fraud,Net_Banking,14709,Zone_E,20,2,5
972,2025-04-28,Zone_E,Online_Shopping_Fraud,Credit_Card,48943,Zone_F,1,0,4
973,2025-04-04,Zone_F,UPI_Fraud,Debit_Card,15529,Zone_B,3,4,4
974,2025-03-03,Zone_E,UPI_Fraud,Credit_Card,68113,Zone_C,1,0,3
975,2025-07-13,Zone_F,Investment_Fraud,Credit_Card,79943,Zone_E,14,6,7
976,2025-12-01,Zone_H,Online_Shopping_Fraud,Wallet,57497,Zone_G,1,0,12
977,2025-07-22,Zone_F,Phishing,Wallet,63059,Zone_G,3,1,7
978,2025-01-26,Zone_H,Phishing,Wallet,65392,Zone_A,5,6,1
979,2025-06-22,Zone_F,Online_Shopping_Fraud,Debit_Card,70909,Zone_G,6,6,6
980,2025-10-27,Zone_G,Investment_Fraud,Credit_Card,9135,Zone_B,9,0,10
981,2025-05-13,Zone_G,Card_Fraud,UPI,33565,Zone_D,18,1,5
982,2025-11-22,Zone_D,UPI_Fraud,Net_Banking,34283,Zone_D,18,5,11
983,2025-04-28,Zone_H,Investment_Fraud,Wallet,34652,Zone_G,21,0,4
984,2025-11-20,Zone_C,Online_Shopping_Fraud,Wallet,59241,Zone_A,11,3,11
985,2025-10-02,Zone_H,UPI_Fraud,Credit_Card,52002,Zone_E,2,3,10
986,2025-07-31,Zone_F,Phishing,Credit_Card,29592,Zone_B,12,3,7
987,2025-08-13,Zone_F,Card_Fraud,Debit_Card,18153,Zone_A,17,2,8
988,2025-01-20,Zone_C,Phishing,Debit_Card,98499,Zone_E,7,0,1
989,2025-04-23,Zone_A,Online_Shopping_Fraud,Wallet,40969,Zone_B,20,2,4
990,2025-05-20,Zone_F,UPI_Fraud,Credit_Card,86983,Zone_G,14,1,5
991,2025-02-16,Zone_D,Online_Shopping_Fraud,UPI,60254,Zone_D,0,6,2
992,2025-01-01,Zone_E,UPI_Fraud,Net_Banking,30478,Zone_B,2,2,1
993,2025-03-31,Zone_E,Investment_Fraud,Credit_Card,88092,Zone_G,7,0,3
994,2025-05-22,Zone_B,Card_Fraud,Credit_Card,95043,Zone_F,3,3,5
995,2025-11-16,Zone_B,Investment_Fraud,Debit_Card,43669,Zone_C,15,6,11
996,2025-02-07,Zone_E,Investment_Fraud,Net_Banking,48787,Zone_B,22,4,2
997,2025-10-20,Zone_E,Online_Shopping_Fraud,Wallet,55245,Zone_C,9,0,10
998,2025-05-19,Zone_G,Card_Fraud,Credit_Card,6043,Zone_B,11,0,5
999,2025-12-22,Zone_D,UPI_Fraud,Wallet,56892,Zone_C,13,0,12
1000,2025-11-29,Zone_C,UPI_Fraud,Credit_Card,21567,Zone_F,13,5,11
